Date,AAPL,MSFT,AMZN
2018-01-02,40.381004333496094,79.19833374023438,59.45050048828125
2018-01-03,40.37396240234375,79.56690979003906,60.209999084472656
2018-01-04,40.56149673461914,80.26722717285156,60.47949981689453
2018-01-05,41.023311614990234,81.26239013671875,61.457000732421875
2018-01-08,40.87092971801758,81.34529876708984,62.34349822998047
2018-01-09,40.86624526977539,81.29000854492188,62.6349983215332
2018-01-10,40.85687255859375,80.92143249511719,62.71649932861328
2018-01-11,41.08893966674805,81.1610107421875,63.83399963378906
2018-01-12,41.513240814208984,82.56160736083984,65.26000213623047
2018-01-16,41.30226516723633,81.4098129272461,65.24299621582031
2018-01-17,41.98442077636719,83.05918884277344,64.75
2018-01-18,42.02192306518555,83.02233123779297,64.66600036621094
2018-01-19,41.83440017700195,82.93017578125,64.72899627685547
2018-01-22,41.492149353027344,84.41370391845703,66.3655014038086
2018-01-23,41.50151824951172,84.68094635009766,68.12699890136719
2018-01-24,40.84044647216797,84.60720825195312,67.87550354003906
2018-01-25,40.11141586303711,85.0771484375,68.89749908447266
2018-01-26,40.20518112182617,86.6712646484375,70.10250091552734
2018-01-29,39.37299346923828,86.54225158691406,70.88400268554688
2018-01-30,39.14092254638672,85.45494079589844,71.89099884033203
2018-01-31,39.24876403808594,87.5466537475586,72.54450225830078
2018-02-01,39.3307991027832,86.85556030273438,69.5
2018-02-02,37.624229431152344,84.57035064697266,71.49749755859375
2018-02-05,36.6842041015625,81.08728790283203,69.5
2018-02-06,38.21731185913086,84.15573120117188,72.14199829101562
2018-02-07,37.39918518066406,82.57083129882812,70.83899688720703
2018-02-08,36.370094299316406,78.33216857910156,67.5250015258789
2018-02-09,36.814937591552734,81.25318145751953,66.9800033569336
2018-02-12,38.297813415527344,82.12850189208984,69.3115005493164
2018-02-13,38.68146896362305,82.77354431152344,70.72550201416016
2018-02-14,39.3946533203125,84.06961059570312,72.55249786376953
2018-02-15,40.71745300292969,85.78231048583984,73.08799743652344
2018-02-16,40.58563995361328,85.17131042480469,72.43450164794922
2018-02-20,40.44913864135742,85.83784484863281,73.4175033569336
2018-02-21,40.26553726196289,84.69913482666016,74.14600372314453
2018-02-22,40.60211944580078,84.9213638305664,74.26699829101562
2018-02-23,41.30825424194336,87.0783920288086,75.0
2018-02-26,42.125003814697266,88.33743286132812,76.09750366210938
2018-02-27,41.98847579956055,87.20800018310547,75.5989990234375
2018-02-28,41.924930572509766,86.80992126464844,75.62249755859375
