Date,AAPL,MSFT,AMZN
2018-01-03,-0.00017438722162987919,0.004653835912932225,0.012775310383486449
2018-01-04,0.0046449325534743124,0.008801615956438358,0.004476012896857506
2018-01-05,0.011385548304408077,0.012398123106011294,0.016162516530176196
2018-01-08,-0.0037145196468482133,0.0010202583289957712,0.014424678832250848
2018-01-09,-0.00011461565162595999,-0.0006796978191238034,0.0046757095740346255
2018-01-10,-0.0002293509256787729,-0.00453408796975352,0.0013012055442500614
2018-01-11,0.0056800017627751664,0.002960627854490472,0.01781828254348916
2018-01-12,0.010326407809552407,0.017257013014554623,0.022339231610462695
2018-01-16,-0.005082129046895423,-0.013950726862181462,-0.0002605871874575838
2018-01-17,0.016516179109517415,0.02026016098331218,-0.00755630863716783
2018-01-18,0.000893242972628272,-0.0004437510827397517,-0.0012972916415299185
2018-01-19,-0.004462501344660086,-0.001110008056495304,0.0009741736041779525
2018-01-22,-0.008181085960992429,0.017888882101494863,0.025282411609683475
2018-01-23,0.00022579925673804624,0.0031658654843387257,0.02654236704761037
2018-01-24,-0.015928857671406504,-0.0008707755560463104,-0.0036915667119321594
2018-01-25,-0.017850701255866075,0.0055543752743552055,0.015056912893923968
2018-01-26,0.0023376202702301008,0.018737301851490473,0.017489776074125496
2018-01-29,-0.02069851768771469,-0.0014885332762449854,0.011147987016343786
2018-01-30,-0.005894165071113511,-0.012563930000407342,0.014206254114237371
2018-01-31,0.0027552107789849956,0.02447737874695899,0.009090198056924459
2018-02-01,0.002090131159739439,-0.007894001829207409,-0.04196737400527717
2018-02-02,-0.04339016014322716,-0.02631045897115436,0.02874097206609716
2018-02-05,-0.024984573605951854,-0.0411853884664638,-0.027938006598856924
2018-02-06,0.04179204088287847,0.03784123723581434,0.03801436389950541
2018-02-07,-0.021407227213740554,-0.018832940783974572,-0.018061620618718965
2018-02-08,-0.02751639845564635,-0.05133365685016078,-0.046782076355553315
2018-02-09,0.012231018390422177,0.03729008058123995,-0.008071057484337008
2018-02-12,0.040279188856070736,0.010772752757108206,0.0348088545167482
2018-02-13,0.010017688057881502,0.007854062896229808,0.020400675986486094
2018-02-14,0.018437364862232908,0.015657977376223764,0.025832207585371192
2018-02-15,0.0335781526457839,0.02037240184652722,0.007380856462852581
2018-02-16,-0.003237261655509749,-0.007122681326425906,-0.008941218962002284
2018-02-20,-0.0033632908686883622,0.00782580918978093,0.013570904563712238
2018-02-21,-0.004539067717175271,-0.013265827258136187,0.009922706887337096
2018-02-22,0.00835906352492266,0.002623745854795967,0.001631842065593636
2018-02-23,0.017391574769518803,0.025400300948367427,0.009869817359685173
2018-02-26,0.019772067053964282,0.014458705577647724,0.014633382161458375
2018-02-27,-0.0032410208373461202,-0.012785436950557894,-0.006550867172796515
2018-02-28,-0.0015133968509389861,-0.004564706421672393,0.0003108313001467522
2018-03-01,-0.017516245359914695,-0.00981135226109231,-0.012562358807392093
2018-03-02,0.006914426276542374,0.002154221910152465,0.004553166629101657
2018-03-05,0.003461662981535163,0.006340545695574518,0.01557072907976953
2018-03-06,-0.000848017127526246,-0.003417271173127623,0.00920849302913429
2018-03-07,-0.009283174195169996,0.00578668931641535,0.004786506564700588
2018-03-08,0.01091233005330694,0.006072731771378237,0.0044401594736043215
2018-03-09,0.017181036788439963,0.022344583297006393,0.01741782666536884
2018-03-12,0.009667509670076013,0.0023823525620576547,0.012350428812454961
2018-03-13,-0.00963006089456997,-0.024387647511632915,-0.006387748444923624
2018-03-14,-0.008501225222132591,-0.005931559068122372,0.001775698923243585
2018-03-15,0.001176826945040954,0.0035160516393577534,-0.005455760159082668
2018-03-16,-0.0035267845479010074,0.004459534346000993,-0.006724274466889391
2018-03-19,-0.015278860646696368,-0.018075778484707317,-0.01702002356856136
2018-03-20,-0.00034244390678206393,0.002583668468545186,0.02691387223103381
2018-03-21,-0.022654449883127814,-0.0069795725783872165,-0.0029309385697435797
2018-03-22,-0.014129644537024144,-0.029087176427206374,-0.023352257063312565
2018-03-23,-0.02315693024826382,-0.029067936608517697,-0.03194990354365934
2018-03-26,0.04747190638622767,0.07570552147239273,0.0403193371656132
2018-03-27,-0.025641018425155204,-0.04595869473405223,-0.037799009933227934
2018-03-28,-0.011049085470259068,-0.0008944809118455188,-0.043839574227757305
2018-03-29,0.007808973324687329,0.02103151463579578,0.011121789958675743
2018-04-02,-0.006556854796176181,-0.030130227645331686,-0.05206094449224363
2018-04-03,0.010259523731505293,0.013443066802255377,0.014621073252283123
2018-04-04,0.019122412525804933,0.02920511735814757,0.013304155601610468
2018-04-05,0.006934097318374244,0.0005418787671440661,0.02919384373872269
2018-04-06,-0.025578703356333166,-0.023273448207817404,-0.032044139547784845
2018-04-09,0.00991829259641741,0.005984676305961001,0.0006049309856379637
2018-04-10,0.018818035929508925,0.023245191419425604,0.02143542524562969
2018-04-11,-0.004675449614453098,-0.010981556829951389,-0.006384761566404218
2018-04-12,0.009858550375609676,0.01872438957761502,0.015031037769792865
2018-04-13,0.0033880590555706025,-0.005343408865183474,-0.012226519005276604
2018-04-16,0.006238359944937377,0.011710794748155395,0.007485369514734552
2018-04-17,0.013764170680141019,0.02017574159060409,0.04323969457439136
2018-04-18,-0.0022445447152223963,0.0038518758454366697,0.015965907361371823
2018-04-19,-0.02834014590783951,-0.0034220506326084754,0.019026846696625466
2018-04-20,-0.04097180746178619,-0.0115491857776866,-0.018896413095091713
2018-04-23,-0.0028966483610304294,0.0036842001165202642,-0.006304443768269441
2018-04-24,-0.013919273588032244,-0.023387663726264885,-0.03806011733462866
2018-04-25,0.004357387322179163,-0.00869854418925764,5.476104433066453e-05
2018-04-26,0.003483224971946086,0.021124634279863885,0.03957763154732241
2018-04-27,-0.011569756603143966,0.016550022823427213,0.03600877473825914
2018-04-30,0.01811186645310392,-0.024003309508256798,-0.004126787422321976
2018-05-01,0.023236722380783892,0.015825497602400374,0.010299216955919732
2018-05-02,0.04417519606195963,-0.015684178602943022,-0.007950625194139027
2018-05-03,0.00181188436432822,0.005988647198686747,0.001528911821702117
2018-05-04,0.03923340334738956,0.011586932877665879,0.005642261901468659
2018-05-07,0.007234969985506989,0.011139153947725244,0.012138311349751518
